Name,Address,Phone,Category,Area,Source
Boutique Garden,"427/60 Phra Athit Rd, Soi 37, Pathum Wan, Bangkok 10600",02 307 24108,Hotel,Bang Khae,timeout.com
Park Pro,"994/49 Silom Rd, Samphanthawong, Bangkok 10330",02 599 98773,Attraction,Khan Na Yao,timeout.com
Emerald Siam,"981/38 Rama IX Rd, Soi 41, Taling Chan, Bangkok 10600",02 180 61124,Hotel,Watthana,timeout.com
Terrace Point,"289/72 Vibhavadi Rangsit Rd, Soi 59, Lak Si, Bangkok 10900",08 299 7345,Restaurant,Don Mueang,sanook.com
Global Hall,"730/69 Rama IX Rd, Soi 21, Chatuchak, Bangkok 10500",02 631 88227,Bank,Khlong Toei,foursquare.com
Mug Lounge,"570/65 Rama III Rd, Khlong Toei, Bangkok 10700",02 553 3040,Cafe,Saphan Sung,wongnai.com
Spa Bangkok,"482/9 Convent Rd, Klong Toei, Bangkok 10700",02 41 576639,Spa/Wellness,Bueng Kum,google.com
Dynamic Square,"417/94 Vibhavadi Rangsit Rd, Samphanthawong, Bangkok 10500",02 93 118713,Gym,Asok,thaifoodmaster.com
City Zone,"667/55 Phahon Yothin Rd, Soi 31, Bang Sue, Bangkok 10600",06 616 5641,Shopping,Khlong Tan,tripadvisor.com
Remedy Royal,"539/75 Phra Athit Rd, Soi 21, Thung Khru, Bangkok 10600",02 991 49810,Pharmacy,Phasi Charoen,timeout.com
Prime Hall,"534/21 Vibhavadi Rangsit Rd, Phra Nakhon, Bangkok 10110",02 706 3915,Shopping,Phaya Thai,tripadvisor.com
Grace City,"975/85 Bangna Trat Rd, Soi 3, Din Daeng, Bangkok 10900",02 87 557368,Salon,Thawi Watthana,google.com
Wellness Park,"536/58 Phasi Charoen Rd, Dusit, Bangkok 10200",07 758 3218,Spa/Wellness,Yaowarat,wongnai.com
Muscle Pro,"150/62 Bang Khae Rd, Soi 57, Phaya Thai, Bangkok 10500",02 265 3100,Gym,Khlong San,wongnai.com
Royal Royal,"470/29 Rama I Rd, Soi 17, Watthana, Bangkok 10260",02 37 558851,Shopping,Rama 3,bangkok.com
The Studio,"452/59 Sathorn Rd, Suvarnabhumi, Bangkok 10120",02 11 373232,Cafe,Don Mueang,foursquare.com
Little Hub,"704/39 Rama IX Rd, Bang Kapi, Bangkok 10330",02 231 6192,Pharmacy,Saphan Sung,bangkok.com
Experience Royal,"41/75 Thonglor Rd, Yan Nawa, Bangkok 10110",02 553 84508,Attraction,Khlong San,thaifoodmaster.com
Little Square,"945/9 Ratchadapisek Rd, Chatuchak, Bangkok 10700",02 24 792961,Hotel,Thonburi,sanook.com
Clear Plus,"676/94 Rama IX Rd, Soi 9, Lat Krabang, Bangkok 10320",02 61 104298,Clinic,Pathum Wan,wongnai.com
Lab Pro,"188/45 Charoen Krung Rd, Taling Chan, Bangkok 10900",07 308 9304,Co-working,Khlong Tan,sanook.com
New Park,"668/20 Ratchadapisek Rd, Din Daeng, Bangkok 10900",02 49 837669,Restaurant,Rama 3,foursquare.com
Unity Grand,"746/80 Ekkamai Rd, Soi 9, Khlong San, Bangkok 10400",02 710 87714,Hospital,BangNa,thaifoodmaster.com
Center Royal,"366/81 Phetchaburi Rd, Suvarnabhumi, Bangkok 10260",02 670 4254,Office,Bang Kapi,wongnai.com
Vital Siam,"210/52 Srinakharin Rd, Bang Kapi, Bangkok 10600",02 91 367529,Clinic,Bang Khae,google.com
Pure Grand,"759/61 Lat Phrao Rd, Soi 21, Khlong Toei, Bangkok 10600",02 60 297887,Pharmacy,Phasi Charoen,wongnai.com
New Garden,"229/22 Rama II Rd, Bang Kapi, Bangkok 10320",02 744 2388,Attraction,Rat Burana,foursquare.com
Terrace Place,"290/51 Rattanathibet Rd, Don Mueang, Bangkok 10200",02 704 7397,Restaurant,Siam,sanook.com
Consult City,"407/22 Sathorn Rd, Soi 39, Ratchathewi, Bangkok 10400",02 606 2709,Professional,Bang Sue,google.com
Medical Thailand,"646/13 Rattanathibet Rd, Bangkok Noi, Bangkok 10330",02 241 19342,Hospital,Bang Sue,bangkok.com
Community Max,"939/28 Bang Khae Rd, Soi 43, Bang Lamphu, Bangkok 10260",02 38 393075,Hospital,Don Mueang,google.com
Specialists Plaza,"507/22 Rama VI Rd, Thon Buri, Bangkok 10400",02 33 528571,Professional,Saphan Sung,google.com
Baan Khanitha,"26/1 Sukhumvit Soi 23, Klong Toei, Bangkok 10110",02 258 7700,Restaurant,Sukhumvit,baankhanitha.com
Eat Me,"20/6 Sukhumvit Soi 21, Klong Toei, Bangkok 10110",02 258 2311,Restaurant,Sukhumvit,eatmerestaurant.com
Papaya Fashion,"125 Sukhumvit Soi 55, Klong Toei, Bangkok 10110",02 392 4500,Shopping,Sukhumvit,papayafashion.com
Blossom Spa,"88/9 Sukhumvit Soi 49, Khlong Tan Nuea, Bangkok 10110",02 258 6600,Spa/Wellness,Sukhumvit,blossomspa.com
Phyathai 3 Hospital,"220/1 Phahon Yothin Rd, Chatuchak, Bangkok 10900",02 309 7777,Hospital,Ratchada,phyathai.com
Spa by Le Meridien,"115/1 Sukhumvit Soi 24, Klong Toei, Bangkok 10110",02 207 8501,Spa/Wellness,Sukhumvit,lemeridien.com
The Coffee Club Asoke,"2 Sukhumvit Soi 21, Asoke, Klong Toei, Bangkok 10110",02 259 3400,Cafe,Sukhumvit,thecoffeeclub.com
Apex Fitness,"50 Sukhumvit Soi 31, Khlong Toei, Bangkok 10110",02 258 9100,Gym,Sukhumvit,apexfitness.com
Central Kids,"999/9 Rama I Rd, Pathum Wan, Bangkok 10330",02 251 2233,Shopping,Siam,centralworld.co.th
EmQuartier Cinema,"641 Sukhumvit Rd, Watthana, Bangkok 10110",02 022 0667,Entertainment,Sukhumvit,emquartier.co.th
Siam Optical,"109/14 Ratchadapisek Rd, Huai Khwang, Bangkok 10310",02 266 2345,Clinic,Ratchada,siamoptical.com
Eu Yan Sang,"156 Ratchadamri Rd, Pathum Wan, Bangkok 10330",02 255 4567,Pharmacy,Siam,euyansang.com
Bangkok Speech Therapy,"44/10 Ratchadapisek Rd, Huai Khwang, Bangkok 10310",02 266 3456,Professional,Ratchada,bangkokspeech.com
StyleHub Bar,"88/11 Sukhumvit Soi 11, Klong Toei, Bangkok 10110",02 258 1200,Bar,Sukhumvit,stylehub.com
K Partnership,"400/1 Phahon Yothin Rd, Phaya Thai, Bangkok 10400",02 222 1100,Professional,Ratchada,kpartnership.com
Smart Closet,"444 Phra Athit Rd, Wangmai, Pathum Wan, Bangkok 10330",02 258 4200,Shopping,Siam,smartcloset.com
Workden Co-working,"25/9 Sukhumvit Soi 24, Klong Toei, Bangkok 10110",02 258 9010,Co-working,Sukhumvit,workden.com
Dejtosorn Salon,"150 Sukhumvit Rd, Klong Toei, Bangkok 10110",02 664 5678,Salon,Sukhumvit,dejtosorn.com
PhayaThai Clinic,"150/5 Phahon Yothin Rd, Phaya Thai, Bangkok 10400",02 271 2345,Clinic,Phaya Thai,phayathai.com
TwinBridge Office,"222 Phahon Yothin Rd, Phaya Thai, Bangkok 10400",02 777 8899,Office,Ratchada,twinbridge.com
Silom 5 Office,"350 Silom Rd, Bang Rak, Bangkok 10500",02 232 5123,Office,Sathorn,silom5.com
Zebra Crossing Bar,"55/9 Convent Rd, Silom, Bangkok 10500",02 632 7834,Bar,Sathorn,zebracrossing.com
Bang Rak Physio,"45 Charoen Krung Rd, Bang Rak, Bangkok 10500",02 237 8901,Professional,Sathorn,bangrakphysio.com
Sathorn Wellness,"200 Sathorn Rd, Bangkok 10120",02 287 3090,Gym,Sathorn,sathornwellness.com
Herb and Home,"102/5 Sukhumvit Soi 38, Klong Toei, Bangkok 10110",02 258 4455,Pharmacy,Sukhumvit,herbandhome.com
River View Restaurant,"89 Charoen Krung Rd, Phra Nakhon, Bangkok 10200",02 224 7788,Restaurant,Phra Nakhon,riverview.com
Khanon Thai Coffee,"50 Maha Chai Rd, Samran Rat, Phra Nakhon, Bangkok 10200",02 222 9900,Cafe,Phra Nakhon,khanoncoffee.com
Thon Buri Physio,"620 Charoen Krung Rd, Thon Buri, Bangkok 10600",02 439 7111,Professional,Thonburi,thonburiphysio.com
Chao Phraya Spa,"257/2 Charoen Nakhon Rd, Khlong San, Bangkok 10600",02 476 0033,Spa/Wellness,Thonburi,chaophrayaspa.com
Makkha Clinic,"33 Ratchadapisek Rd, Huai Khwang, Bangkok 10310",02 266 4567,Clinic,Huai Khwang,makkha.com
Gym Pro Huai Khwang,"88/12 Rama IX Rd, Huai Khwang, Bangkok 10310",02 266 5678,Gym,Huai Khwang,gympro.com
Bangna Medical,"259 Bangna-Trat Rd, Bang Na, Bangkok 10260",02 363 7890,Hospital,BangNa,bangnamedical.com
Bangna Dental,"125/9 Bangna-Trat Rd, Bang Na, Bangkok 10260",02 363 4567,Clinic,BangNa,bangnadental.com
Suvarnabhumi Clinic,"88/1 Moo 9, Prawet, Bangkok 10250",02 723 4567,Clinic,Prawet,suvarnabhumiclinic.com
Lat Phrao Car,"888 Lat Phrao Rd, Wang Thonglang, Bangkok 10310",02 932 1234,Car Service,Bang Kapi,latphraocar.com
Ladprao Auto,"200 Ladprao Rd, Chatuchak, Bangkok 10900",02 272 3456,Car Service,Lat Phrao,ladpraoauto.com
Don Mueang Dental,"88/1 Vibhavadi Rangsit Rd, Don Mueang, Bangkok 10210",02 514 5678,Clinic,Don Mueang,donmueangdental.com
Bang Khen Medical,"150 Phahon Yothin Rd, Bang Khen, Bangkok 10220",02 862 3456,Hospital,Bang Khen,bangkhenmedical.com
Sai Mai Gym,"99/3 Charan Sanit Wong Rd, Sai Mai, Bangkok 10220",02 963 4567,Gym,Taling Chan,saimaigym.com
Min Buri Pharmacy,"150/9 Min Buri Rd, Min Buri, Bangkok 10510",02 491 2345,Pharmacy,Min Buri,minburipharma.com
Lat Krabang Auto,"300 Lat Krabang Rd, Lat Krabang, Bangkok 10520",02 322 5678,Car Service,Min Buri,latkrabangauto.com
Bueng Kum Clinic,"88/5 Bueng Kum Rd, Bueng Kum, Bangkok 10240",02 918 3456,Clinic,Bueng Kum,buengkumclinic.com
Khan Na Yao Spa,"45/3 Khan Na Yao Rd, Khan Na Yao, Bangkok 10230",02 937 4567,Spa/Wellness,Khan Na Yao,khannaoyaospa.com
Saphan Sung Dental,"22/9 Saphan Sung Rd, Saphan Sung, Bangkok 10240",02 912 3456,Clinic,Saphan Sung,saphansungdental.com
Thanyaburi Medical,"88 Phaholyothin Rd, Thanyaburi, Pathum Thani 12110",02 957 6789,Hospital,Thanyaburi,thanyaburimedical.com
Wang Thonglang Cafe,"55 Wang Thonglang Rd, Wang Thonglang, Bangkok 10310",02 938 2345,Cafe,Wang Thonglang,wangthonglangcafe.com
Rat Burana Salon,"12/4 Rat Burana Rd, Rat Burana, Bangkok 10140",02 891 5678,Salon,Rat Burana,ratburanasalon.com
Chom Thong Gym,"33 Chom Thong Rd, Chom Thong, Bangkok 10150",02 685 6789,Gym,Rat Burana,chomthonggym.com
Bang Khae Clinic,"77/1 Bang Khae Rd, Bang Khae, Bangkok 10160",02 483 2345,Clinic,Bang Khae,bangkhaeclinic.com
Bang Khun Thian Spa,"88/2 Bang Khun Thian Rd, Bangkok 10150",02 485 6789,Spa/Wellness,Bang Khae,bangkunthianspa.com
Dusit Palace Office,"1 Rachini Rd, Phra Nakhon, Bangkok 10200",02 224 9012,Office,Dusit,dusitpalace.com
Nong Chok Clinic,"25/1 Nong Chok Rd, Nong Chok, Bangkok 10530",02 953 3456,Clinic,Nong Chok,nongchokclinic.com
Prawet Dental,"66/8 Srinakharin Rd, Prawet, Bangkok 10250",02 723 8901,Clinic,Prawet,prawetdental.com
Samut Prakan Hospital,"88/9 Sukhumvit Rd, Samut Prakan 10270",02 393 4567,Hospital,Samut Prakan,samutprakanhospital.com
Yan Nawa Car Service,"150 Naradhiwas Rajanagarindra Rd, Yan Nawa, Bangkok 10120",02 297 1234,Car Service,Sathorn,yannawacar.com
Phaya Thai Clinic,"180/5 Phahon Yothin Rd, Phaya Thai, Bangkok 10400",02 271 5678,Clinic,Phaya Thai,phayathai2.com
Siam Co-working,"398 Rama I Rd, Wang Mai, Pathum Wan, Bangkok 10330",02 215 7890,Co-working,Siam,siamco.com
Pathum Wan Pharmacy,"100/9 Rama I Rd, Pathum Wan, Bangkok 10330",02 255 9012,Pharmacy,Siam,pathumwanpharma.com
Rama 3 Fitness,"255/1 Rama III Rd, Yan Nawa, Bangkok 10120",02 297 4567,Gym,Rama 3,rama3fitness.com
Bang Na Dental,"589 Bang Na-Trat Rd, Bang Na, Bangkok 10260",02 363 9012,Clinic,BangNa,bangnadental2.com
Chatuchak Market Office,"55/1 Phahon Yothin Rd, Chatuchak, Bangkok 10900",02 272 7890,Office,Chatuchak,chatuchakoffice.com
Muang Thong Thani Clinic,"100 Popular Rd, Ban Mai, Nonthaburi 11120",02 957 2345,Clinic,Chatuchak,muangthongclinic.com
Ying Charoen Spa,"45/2 Ying Charoen Rd, Chatuchak, Bangkok 10900",02 272 0123,Spa/Wellness,Chatuchak,yingcharoenspa.com
Bang Yai Dental,"88 Bang Yai Rd, Bang Yai, Nonthaburi 11140",02 989 4567,Clinic,Thanyaburi,bangyaidental.com
Rama 4 Dental,"99/5 Rama IV Rd, Khlong Toei, Bangkok 10110",02 234 5678,Clinic,Rama 4,rama4dental.com
Hua Lamphong Bar,"48/1 Rama IV Rd, Wang Mai, Pathum Wan, Bangkok 10300",02 235 6789,Bar,Rama 4,hualamphongbar.com
Bangkok Yai Spa,"200 Bangkok Yai Rd, Bangkok Yai, Bangkok 10600",02 411 2345,Spa/Wellness,Bangkok Yai,bangkokyaispa.com
Bangkok Noi Clinic,"45/1 Bangkok Noi Rd, Bangkok Noi, Bangkok 10700",02 418 5678,Clinic,Bangkok Yai,bangkoknoiclinic.com
Ratchathewi Dental,"88/5 Ratchathewi Rd, Ratchathewi, Bangkok 10400",02 251 6789,Clinic,Ratchada,ratchathewide.com
Thewphaingarm School,"71/2 Charansanitwong Rd, Bangkok Noi, Bangkok 10700",02 697 0200,Office,Thonburi,facebook.com
Talat Phlu 429,"42 Charansanitwong Rd, Bangkok Noi, Bangkok 10700",02 899 0140,Shopping,Thonburi,timeout.com
Siriraj Hospital 141,"2 Wanglang Rd, Bangkok Noi, Bangkok 10700",02 651 0066 917,Hospital,Thonburi,bkkmag.com
Wang Lang Market 780,"89 Wang Lang Rd, Bangkok Noi, Bangkok 10700",02 351 0128,Shopping,Thonburi,google.com
Thonburi Hospital,"105/1 Charansanitwong Rd, Bangkok Noi, Bangkok 10700",02 504 0715,Hospital,Thonburi,bangkokpost.com
Sukhumvit 71 Market,"222 Sukhumvit 71, Phra Khanong, Bangkok 10260",02 805 0638 430,Shopping,Sukhumvit,google.com
Sukhumvit Hospital Plaza,"99/3 Sukhumvit 49, Klongtoei, Bangkok 10110",02 136 0077,Hospital,Sukhumvit,linetoday.me
K-Village,"555/5 Sukhumvit 31, Klong Toei, Bangkok 10110",02 967 0534 234,Shopping,Sukhumvit,wongnai.com
Gateway Ekamai,"982/22 Sukhumvit 42, Klong Toei, Bangkok 10110",02 387 0394 551,Shopping,Sukhumvit,tripadvisor.com
Asok Montri Tower,"87/1 Sukhumvit 21, Klong Toei, Bangkok 10110",0815 170 0028,Office,Sukhumvit,timeout.com
Central Chidlom 180,"15/3 Rangnam Rd, Thanon Phayathai, Bangkok 10400",0954 727 0259,Shopping,Siam,google.com
Pratunam Market 833,"123 Phetchaburi Rd, Ratchathewi, Bangkok 10400",02 923 0159 118,Shopping,Siam,yell.in.th
Siam Discovery 336,"9/9 Rama I Rd, Pathum Wan, Bangkok 10330",0491 869 0080,Shopping,Siam,wongnai.com
Baiyoke Tower II,"222 Ratchaprarop Rd, Ratchathewi, Bangkok 10400",0865 906 0910,Hotel,Siam,linetoday.me
Siam Square One,"955/22 Rama I Rd, Pathum Wan, Bangkok 10330",02 642 0307,Shopping,Siam,tripadvisor.com
Saphan Sung Market 243,"123/4 Saphan Sung Rd, Saphan Sung, Bangkok 10240",02 589 0509 364,Shopping,Saphan Sung,tripadvisor.com
Saphan Sung Clinic 115,"654/2 Saphan Sung Rd, Saphan Sung, Bangkok 10240",02 665 0395 141,Clinic,Saphan Sung,yell.in.th
Saphan Sung Hospital 385,"456/7 Saphan Sung Rd, Saphan Sung, Bangkok 10240",0226 411 0227,Hospital,Saphan Sung,thaiza.com
Saphan Sung Tower,"321/1 Saphan Sung Rd, Saphan Sung, Bangkok 10240",02 346 0462 523,Office,Saphan Sung,bkkmag.com
Saphan Sung Park 326,"789 Saphan Sung Rd, Saphan Sung, Bangkok 10240",02 941 0479 245,Attraction,Saphan Sung,tlc.co.th
The Esplanade 837,"999 Ratchadapisek Rd, Din Daeng, Bangkok 10400",0102 664 0146,Shopping,Ratchada,thaiza.com
Rama IX Art Center,"500/1 Rama IX Rd, Huai Khwang, Bangkok 10310",0401 577 0239,Attraction,Ratchada,wongnai.com
Ratchada Train Night Market 935,"87/1 Ratchada Rd, Din Daeng, Bangkok 10400",02 614 0925,Shopping,Ratchada,thaiza.com
Srinakharinwirot University,"114 Sukhumvit 23, Watthana, Bangkok 10110",02 176 0858,Office,Ratchada,yell.in.th
MahaNakhon,"314/1 Sathon Tai Rd, Yan Nawa, Bangkok 10120",0827 427 0000,Attraction,Ratchada,yell.in.th
The Mall Bangkapi,"2229/62 Lat Phrao Rd, Bang Kapi, Bangkok 10240",02 599 0302 398,Shopping,Bang Kapi,yell.in.th
Homepro Lat Phrao,"888/9 Lat Phrao Rd, Bang Kapi, Bangkok 10240",0390 600 0839,Shopping,Bang Kapi,facebook.com
Major Cineplex Bangkapi,"123 Lat Phrao Rd, Bang Kapi, Bangkok 10240",02 682 0745 890,Entertainment,Bang Kapi,wongnai.com
Bang Kapi Market 190,"456/7 Lat Phrao Rd, Bang Kapi, Bangkok 10240",02 818 0007,Shopping,Bang Kapi,google.com
Power Mall,"555/5 Lat Phrao Rd, Bang Kapi, Bangkok 10240",02 813 0590 630,Shopping,Bang Kapi,yell.in.th
Seacon Square,"119/1 Srinakarin Rd, Bang Na, Bangkok 10260",0693 054 0353,Shopping,Rama 3,timeout.com
Iconsiam 456,"299 Charoen Nakhon Rd, Khlong San, Bangkok 10600",0122 400 0315,Shopping,Rama 3,tlc.co.th
Rama 3 Park,"123 Rama III Rd, Yan Nawa, Bangkok 10120",0139 641 0892,Attraction,Rama 3,wongnai.com
Bangkae Centerpoint,"1 Bangkae Rd, Bangkae, Bangkok 10160",0947 289 0939,Shopping,Rama 3,facebook.com
Central Rama 3,"333/1 Rama III Rd, Yan Nawa, Bangkok 10120",0527 478 0828,Shopping,Rama 3,yell.in.th
Khao San Road,"48/1 Khao San Rd, Phra Nakhon, Bangkok 10200",02 496 0506,Bar,Phra Nakhon,tripadvisor.com
Wat Arun 927,"158 Wat Arun Rd, Bangkok Yai, Bangkok 10600",02 865 0605,Attraction,Phra Nakhon,tripadvisor.com
Democracy Monument,"Ratchadamnoen Rd, Phra Nakhon, Bangkok 10200",02 217 0206,Attraction,Phra Nakhon,google.com
Pak Khlong Talat 495,"272 Charoen Krung Rd, Phra Nakhon, Bangkok 10200",0885 677 0685,Shopping,Phra Nakhon,linetoday.me
Sala Chalermkrung,"139 Ratchadamnoen Klang Rd, Phra Nakhon, Bangkok 10200",02 439 0116,Attraction,Phra Nakhon,bkkmag.com
The Em District,"691/1 Sukhumvit Rd, Watthana, Bangkok 10110",02 532 0064 749,Shopping,Chatuchak,tripadvisor.com
Bangkok International Trade and Exhibition Centre,"88/9 Debaratana Rd, Bang Na, Bangkok 10260",02 954 0067,Office,Chatuchak,bangkokpost.com
Thonglor Tower,"111 Thonglor Soi 13, Klongtan, Watthana, Bangkok 10110",02 262 0816 906,Office,Chatuchak,yell.in.th
Muangthong Thani,"888/9 Viphavadi Rangsit Rd, Chatuchak, Bangkok 10900",0327 858 0255,Office,Chatuchak,agoda.com
EmSphere 837,"622/1 Sukhumvit Rd, Watthana, Bangkok 10110",02 136 0339,Shopping,Chatuchak,thaiza.com
Taling Chan Park,"456 Taling Chan Rd, Taling Chan, Bangkok 10170",0121 521 0617,Attraction,Taling Chan,google.com
Sai Mai Market 525,"88/9 Sai Mai Rd, Sai Mai, Bangkok 10220",02 91 0933 552,Shopping,Taling Chan,tlc.co.th
Taling Chan Floating Market 156,"1 Taling Chan Rd, Taling Chan, Bangkok 10170",02 963 0336 636,Shopping,Taling Chan,bangkokpost.com
Sai Mai Tower,"789/1 Sai Mai Rd, Sai Mai, Bangkok 10220",02 658 0899,Office,Taling Chan,tripadvisor.com
Sai Mai Hospital 46,"123/1 Sai Mai Rd, Sai Mai, Bangkok 10220",02 562 0454 548,Hospital,Taling Chan,wongnai.com
Baan Wang Lang,"""11/2 Wang Lang Rd, Siriraj, Bangkok Noi, Bangkok 10700""",02 412 6741,Restaurant,Phra Nakhon,wongnai.com
The Summer Palace Cafe,"""455/2-3 Maha Chai Rd, Phra Borom Maha Ratchawang, Bangkok 10200""",02 622 3456,Cafe,Phra Nakhon,tripadvisor.com
The Hungry Nepali,"""27/11-12 Silom Rd, Bang Rak, Bangkok 10500""",02 632 9834,Restaurant,Sathorn,wongnai.com
Eat Me Restaurant,"""20/1 South Sathorn Rd, Thung Maha Mek, Bangkok 10120""",02 678 3421,Restaurant,Sathorn,eatmerestaurant.com
Vivarium Bangkok,"""99/1-2 Silom Rd, Bang Rak, Bangkok 10500""",02 631 2598,Bar,Sathorn,facebook.com
Little Fu restaurant,"""77 Sukhumvit Soi 38, Klong Toei, Bangkok 10110""",02 258 9102,Restaurant,Sukhumvit,wongnai.com
Siam Paragon Cinema,"""991 Rama I Rd, Pathum Wan, Bangkok 10330""",02 129 3456,Entertainment,Siam,siamparagon.co.th
Ratchada Night Market 128,"""88 Ratchadapisek Rd, Huai Khwang, Bangkok 10310""",02 611 2345,Shopping,Ratchada,thaiza.com
Esplanade Cineplex,"""99 Ratchadaphisek Rd, Din Daeng, Bangkok 10400""",02 248 9876,Entertainment,Ratchada,esplanade.co.th
Gym 101 Fitness,"""101/1 Ratchadaphisek Rd, Huai Khwang, Bangkok 10310""",02 616 7890,Gym,Ratchada,facebook.com
Pratunam Market Spa,"""22/1 Pratunam Rd, Ratchathewi, Bangkok 10400""",02 251 7654,Spa/Wellness,Huai Khwang,wongnai.com
Spa Dream,"""45/2 Ratchathewi Rd, Ratchathewi, Bangkok 10400""",02 248 4321,Spa/Wellness,Huai Khwang,tripadvisor.com
The Promenade Clinic,"""234/5 Ratchadapisek Rd, Din Daeng, Bangkok 10400""",02 249 8765,Clinic,Din Daeng,thaiza.com
Din Daeng Pharmacy,"""67/8 Ratchadapisek Rd, Din Daeng, Bangkok 10400""",02 249 5432,Pharmacy,Din Daeng,google.com
Chatuchak Park Fitness,"""55/1 Kamphaeng Phet 2 Rd, Chatuchak, Bangkok 10900""",02 513 2345,Gym,Chatuchak,facebook.com
JJ Green Night Market,"""55/1-3 Kamphaeng Phet Rd, Chatuchak, Bangkok 10900""",02 513 6789,Shopping,Chatuchak,timeout.com
Ladprao Clinic,"""123/4 Ladprao Rd, Wang Thonglang, Bangkok 10310""",02 938 7654,Clinic,Lat Phrao,google.com
Gym Plus Bang Kapi,"""456 Lat Phrao Rd, Bang Kapi, Bangkok 10240""",02 376 5432,Gym,Bang Kapi,facebook.com
Car Service 99,"""99/2 Lat Phrao Rd, Wang Thonglang, Bangkok 10310""",02 937 6543,Car Service,Lat Phrao,wongnai.com
Bangna Tower Clinic,"""123 Bangna-Trat Rd, Bang Na, Bangkok 10260""",02 369 8765,Clinic,Rama 3,google.com
Bangna Fitness Center,"""88/9 Bangna-Trat Rd, Bang Na, Bangkok 10260""",02 369 7654,Gym,Rama 3,tripadvisor.com
Sai Mai Beauty Salon,"""456 Sai Mai Rd, Sai Mai, Bangkok 10220""",02 514 8765,Salon,Taling Chan,facebook.com
Taling Chan Floating Spa,"""1 Taling Chan Rd, Taling Chan, Bangkok 10170""",02 463 2345,Spa/Wellness,Taling Chan,wongnai.com
Gym 24/7 Khlong Toei,"""88/9 Khlong Toei Rd, Khlong Toei, Bangkok 10110""",02 258 9876,Gym,Khlong Toei,facebook.com
Khlong Toei Clinic,"""45/1 Khlong Toei Rd, Khlong Toei, Bangkok 10110""",02 258 6543,Clinic,Khlong Toei,google.com
Thonglor Beauty Lounge,"""111 Thonglor Soi 10, Klongtan, Watthana, Bangkok 10110""",02 392 7654,Salon,Thong Lor,wongnai.com
Phra Khanong Hospital,"""456 Phra Khanong Rd, Phra Khanong, Bangkok 10260""",02 329 8765,Hospital,Phra Khanong,google.com
On Nut Professional Center,"""88 On Nut Rd, Prawet, Bangkok 10250""",02 391 2345,Office,On Nut,google.com
Bangkok Noi Hospital,"""88/9 Bangkok Noi Rd, Bangkok Noi, Bangkok 10700""",02 411 8765,Hospital,Bangkok Yai,google.com
LakSi Market Shopping,"""123 Lak Si Rd, Lak Si, Bangkok 10210""",02 536 9876,Shopping,Lak Si,tripadvisor.com
Ratchathewi Co-working,"""22 Ratchathewi Rd, Ratchathewi, Bangkok 10400""",02 255 8765,Co-working,Ratchathewi,facebook.com
Thanyaburi Hospital,"""456 Thanyaburi Rd, Bangkok 10500""",02 532 1234,Hospital,Thanyaburi,tripadvisor.com
Bang Bo Market,"""456 Bang Bo Rd, Samut Prakan, Bangkok 10270""",02 383 8765,Shopping,Bang Bo,tripadvisor.com
Samphanthawong Hospital,"""12 Samphanthawong Rd, Bangkok 10100""",02 222 8765,Hospital,Samphanthawong,google.com
Banglamphu Co-working,"""22/1 Banglamphu Rd, Phra Nakhon, Bangkok 10200""",02 221 9876,Co-working,Bang Lamphu,facebook.com
Ratchadaphisek Fitness,"""67/1 Ratchadaphisek Rd, Huai Khwang, Bangkok 10310""",02 616 5432,Gym,Ratchada,facebook.com
Suan Luang Clinic,"""33/1 Suan Luang Rd, Bangkok 10250""",02 391 8765,Clinic,Suan Luang,google.com
Nana Plaza Fitness,"""4/1 Sukhumvit Soi 3, Klong Toei, Bangkok 10110""",02 258 7654,Gym,Sukhumvit,facebook.com
EmSphere Beauty Salon,"""622/1 Sukhumvit Rd, Watthana, Bangkok 10110""",02 136 0338,Salon,Sukhumvit,emsphere.co.th
The Em District Hotel,"""691/1 Sukhumvit Rd, Watthana, Bangkok 10110""",02 532 0065,Hotel,Sukhumvit,theemdistrict.com
Sukhumvit Hospital 22,"""22/1 Sukhumvit Soi 22, Klong Toei, Bangkok 10110""",02 258 7656,Hospital,Sukhumvit,google.com
Klong Toei Market Spa,"""55 Klong Toei Rd, Klong Toei, Bangkok 10110""",02 258 4321,Spa/Wellness,Khlong Toei,wongnai.com
Charoen Krung Pharmacy,"""227/1-3 Charoen Krung Rd, Bang Rak, Bangkok 10500""",02 632 7223,Pharmacy,Charoen Krung,tripadvisor.com
Riverside Hotel 88,"""88/1 Charoen Krung Rd, Khlong San, Bangkok 10600""",02 629 1234,Hotel,Riverside,agoda.com
Riverside Spa,"""45/1 Charoen Krung Rd, Khlong San, Bangkok 10600""",02 629 5678,Spa/Wellness,Riverside,wongnai.com
Bearing Co-working,"""5/1 Bearing Rd, Bang Na, Bangkok 10260""",02 731 2345,Co-working,Bearing,facebook.com
Bearing Pharmacy,"""12/1 Bearing Rd, Bang Na, Bangkok 10260""",02 731 8765,Pharmacy,Bearing,google.com
PhasiCharoen Market,"""88 Phasi Charoen Rd, Bangkok 10160""",02 464 8765,Shopping,Phasi Charoen,tripadvisor.com
Thung Khru Pharmacy,"""12/1 Thung Khru Rd, Bangkok 10140""",02 894 8765,Pharmacy,Thung Khru,tripadvisor.com
Thung Khru Spa,"""55 Thung Khru Rd, Bangkok 10140""",02 894 1234,Spa/Wellness,Thung Khru,wongnai.com
